"","Provider_Name","Difference","Percent"
"7486","RUSHVILLE NURSING & REHAB CTR",-0.04845,"-100%"
"7487","RUSSELL PARK REHABILITATION & LIVING CENTER",-0.02139,"-100%"
"7488","RUSSELLVILLE HEALTH CARE INC",-0.01655,"-100%"
"7489","RUSSELLVILLE NURSING AND REHABILITATION CENTER",-0.00177,"-14.39%"
"7490","RUSTON NURSING AND REHABILITATION CENTER,LLC",-0.00569,"-19.36%"
"7491","RUTH WILSON HURLEY MANOR",-0.03541,"-43.34%"
"7492","RUTLAND HEALTHCARE AND REHABILITATION CENTER",-0.02142,"-100%"
"7493","RUTLAND NURSING HOME CO INC",0.00106,"4.95%"
"7494","S C C OF COLONIAL OAKS REHABILITATION CENTER",0.00728,"74.67%"
"7495","S C C OF PILGRIM MANOR REHABILITATION CENTER",-0.00577,"-100%"
"7496","S C C OF SHREVEPORT MANOR REHABILITATION CENTER",0.00899,"13.69%"
"7497","S.E.M. HAVEN HEALTH CARE CENTER",-0.0148,"-39.97%"
"7498","S.P.J.S.T. REST HOME 3",0.03107,"105.93%"
"7499","SABAL PALMS HEALTH CARE CENTER",0.00441,"22.59%"
"7500","SACRAMENTO POST-ACUTE",-0.01061,"-100%"
"7501","SACRED HEART CARE CENTER",-0.04958,"-67.25%"
"7502","SACRED HEART NURSING HOME",-0.0143,"-43.02%"
"7503","SADIE G. MAYS HEALTH & REHABILITATION CENTER",0.00961,"115.78%"
"7504","SAFE HAVEN CARE CENTER OF POCATELLO",-0.01252,"-50.4%"
"7505","SAFIRE REHABILITATION OF NORTHTOWNS, L L C",-0.01838,"-44.29%"
"7506","SAFIRE REHABILITATION OF SOUTHTOWN, L L C",-0.00186,"-3.35%"
"7507","SAGE BLUFF HEALTH & REHAB CENTER",-0.02412,"-39.59%"
"7508","SAGE HEALTHCARE CENTER",0.0109,"77.8%"
"7509","SAGE VIEW CARE CENTER",-0.03745,"-70.81%"
"7510","SAGECREST NURSING AND REHABILITATION",-0.00885,"-100%"
"7511","SAGEPOINT NURSING AND REHABILITATION CENTER",-0.01153,"-100%"
"7512","SAGINAW SENIOR CARE AND REHAB CENTER, L L C",-0.00219,"-13.95%"
"7513","SAINT ALBANS HEALTHCARE AND REHABILITATION CENTER",-0.01227,"-100%"
"7514","SAINT ANN REHABILITATION AND NURSING CENTER",0.00308,"12.81%"
"7515","SAINT ANNE HOME",0.00132,"34.37%"
"7516","SAINT ANTHONY REHAB AND NURSING CENTER",-0.00802,"-20.68%"
"7517","SAINT ELIZABETH HOME EAST GREENWICH",-0.00105,"-5.42%"
"7518","SAINT ELIZABETH MANOR EAST BAY",-0.00775,"-100%"
"7519","SAINT FRANCIS NURSING HOME",0.00948,"43.95%"
"7520","SAINT FRANCIS REHABILITATION AND NURSING CENTER",0.01587,"22.64%"
"7521","SAINT JOHN PAUL I I CENTER",0.00698,"102.8%"
"7522","SAINT JOHN XXIII HOME",0.01393,"146.32%"
"7523","SAINT JOHNS ON THE LAKE",-0.04284,"-100%"
"7524","SAINT JOSEPH CARE CENTER",-0.01136,"-58.74%"
"7525","SAINT JOSEPH VILLA",0.01102,"42.19%"
"7526","SAINT LUKE LUTHERAN HOME",-0.00849,"-63.64%"
"7527","SAINT MARY'S AT ASBURY RIDGE",-0.01019,"-45.45%"
"7528","SAINT MARY'S EAST",0.02216,"384.72%"
"7529","SAINT MARY'S VILLA NURSING HOM",0.00116,"2.55%"
"7530","SAINT MATTHEWS HEALTH CARE, LLC",-0.01143,"-30.73%"
"7531","SAINT PAUL HOMES",0.00558,"115.05%"
"7532","SAINT SIMEONS EPISCOPAL HOME",-0.01342,"-38.86%"
"7533","SAINT VINCENT DE PAUL REHABILITATION & NURSING CTR",-0.00101,"-3.17%"
"7534","SAINT VINCENT HEALTHCARE",-0.01336,"-58.29%"
"7535","SAINTS JOACHIM & ANNE NURSING AND REHAB CTR",0.02221,"138.64%"
"7536","SAKURA INTERMEDIATE CARE FACILITY",-0.01464,"-100%"
"7537","SALEM CARE CENTER",0.03124,"63.65%"
"7538","SALEM CENTER",-0.03402,"-78.97%"
"7539","SALEM CROSSING",-0.01472,"-100%"
"7540","SALEM HEALTH & REHABILITATION",-0.00665,"-45.7%"
"7541","SALEM HILLS REHABILITATION AND NURSING CTR",-0.00899,"-28.94%"
"7542","SALEM HOME",-0.01509,"-36.68%"
"7543","SALEM LUTHERAN HOME",-0.01729,"-100%"
"7544","SALEM SPRINGLAKE HEALTH & REHABILITATION CENTER",-0.01303,"-48.4%"
"7545","SALEM VILLAGE NURSING & REHAB",0.00528,"15.46%"
"7546","SALEMHAVEN",-0.0138,"-38.35%"
"7547","SALERNO BAY HEALTH AND REHABILITATION CENTER",-0.01007,"-100%"
"7548","SALINA PRESBYTERIAN MANOR",-0.02228,"-59.92%"
"7549","SALINE CARE NURSING & REHAB",-0.00591,"-21.51%"
"7550","SALISBURY CENTER",-0.00807,"-36.55%"
"7551","SALISBURY REHABILITATION AND NURSING CENTER",-0.01656,"-50.75%"
"7552","SALT RIVER COMMUNITY CARE",-0.01415,"-56.26%"
"7553","SALUDA NURSING CENTER",0.00103,"11.36%"
"7554","SALYERSVILLE NURSING AND REHABILITATION CENTER",-0.0577,"-70.38%"
"7555","SAMANTHA WILSON CARE CENTER",-0.02668,"-100%"
"7556","SAMARITAN BETHANY HOME ON EIGHTH",0.00897000000000001,"27.67%"
"7557","SAMARITAN HEALTH CENTER",-0.02806,"-58.2%"
"7558","SAMARITAN KEEP NURSING HOME INC",-0.00319,"-50.08%"
"7559","SAMARITAN SENIOR VILLAGE, INC",-0.0074,"-31.57%"
"7560","SAMARITAS SENIOR LIVING CADILLAC",0.01055,"67.58%"
"7561","SAMARITAS SENIOR LIVING GRAND RAPIDS LODGE",-0.00121,"-8.21%"
"7562","SAMARITAS SENIOR LIVING SAGINAW",-0.01712,"-100%"
"7563","SAMUEL MAHELONA MEMORIAL HOSPITAL",0.00414,"27.02%"
"7564","SAN ANTONIO RESIDENCE AND REHABILITATION CENTER",-0.01681,"-26.94%"
"7565","SAN DIEGO HEALTHCARE CENTER",-0.0069,"-26.26%"
"7566","SAN DIEGO POST-ACUTE CENTER",-0.00366,"-50.14%"
"7567","SAN FERNANDO POST ACUTE HOSPITAL",-0.000209999999999998,"-0.94%"
"7568","SAN FRANCISCO HEALTH CARE",-0.00645,"-32.09%"
"7569","SAN GABRIEL CONV CENTER",-6.00000000000002e-05,"-1.05%"
"7570","SAN GABRIEL VALLEY MEDICAL CTR D/P SNF",0.03267,"60.82%"
"7571","SAN JACINTO MANOR",-0.01313,"-100%"
"7572","SAN JOSE HEALTH AND REHABILITATION CENTER",0.02359,"65%"
"7573","SAN JOSE HEALTHCARE & WELLNESS CENTER",0.00241,"11.2%"
"7574","SAN JUAN CENTER",0.01959,"110.55%"
"7575","SAN JUAN NURSING HOME INC",0.00557,"104.31%"
"7576","SAN LUIS CARE CENTER",-0.00245,"-16.66%"
"7577","SAN MARINO MANOR",0.00255,"15.6%"
"7578","SAN MATEO MEDICAL CENTER D/P SNF",0.00362,"17.74%"
"7579","SAN MIGUEL VILLA",-0.00929,"-52.1%"
"7580","SAN PABLO HEALTHCARE & WELLNESS CENTER",0.00163,"7.59%"
"7581","SAN PEDRO MANOR",-0.03209,"-41.12%"
"7582","SAN PEDRO NURSING AND REHABILITATION CENTER",0.03545,"281.57%"
"7583","SAN RAFAEL HEALTHCARE & WELLNESS CENTER, LP",-0.01409,"-100%"
"7584","SANATOGA CENTER",-0.00846,"-100%"
"7585","SANCTA MARIA NURSING FACILITY",0.00946,"48.71%"
"7586","SANCTUARY AT  OHIO VALLEY",-0.00918,"-100%"
"7587","SANCTUARY AT FRASER VILLA",-0.00497,"-20.3%"
"7588","SANCTUARY AT HOLY CROSS",0.0015,"20.56%"
"7589","SANCTUARY AT MCAULEY",0.00343,"30.22%"
"7590","SANCTUARY AT ST MARY'S",0.01393,"42.98%"
"7591","SANCTUARY AT ST PAUL'S",-0.02313,"-100%"
"7592","SANCTUARY AT WILMINGTON PLACE",-0.03459,"-69.35%"
"7593","SANCTUARY MEDINA LLC",-0.01156,"-100%"
"7594","SANCTUARY POINTE NURSING & REHABILITATION CENTER",0.02716,"135.12%"
"7595","SANCTUARY WADSWORTH",-0.01603,"-100%"
"7596","SAND SPRINGS NURSING AND REHABILITATION",-0.01913,"-25.27%"
"7597","SANDALWOOD REHABILITATION AND NURSING CENTER",-0.0145,"-41.16%"
"7598","SANDIA RIDGE CENTER",0.002,"13.45%"
"7599","SANDPIPER HEALTHCARE & REHABILITATION CENTER LLC",-0.000440000000000001,"-4.81%"
"7600","SANDPIPER REHAB & NURSING",0.00958,"92.92%"
"7601","SANDS POINT CENTER FOR H & R",0.0105,"111.94%"
"7602","SANDSTONE HEIGHTS",0.08004,"110.2%"
"7603","SANDWICH REHAB & HCC",-0.01552,"-100%"
"7604","SANDY HEALTH AND REHAB",-0.0213,"-71.77%"
"7605","SANDY LAKE REHABILITATION AND CARE CENTER",0.01137,"26.9%"
"7606","SANDY RIVER CENTER",-0.01928,"-100%"
"7607","SANFORD CARE CENTER VERMILLION",-0.01389,"-55.78%"
"7608","SANFORD CHAMBERLAIN CARE CENTER",0.01724,"30.08%"
"7609","SANFORD HEALTH & REHABILITATION CO",-8.00000000000002e-05,"-0.7%"
"7610","SANFORD SENIOR CARE SHELDON",0.00339,"9.52%"
"7611","SANILAC MEDICAL CARE FACILITY",5e-04,"2.45%"
"7612","SANS SOUCI REHABILITATION AND NURSING CENTER",-0.00491,"-27.2%"
"7613","SANTA ANITA CONVALESCENT HOSP",-0.00353,"-13.44%"
"7614","SANTA CLARITA POST-ACUTE CARE CENTER",-0.0195,"-70.52%"
"7615","SANTA FE CARE CENTER",0.02989,"49.49%"
"7616","SANTA FE CONVALESCENT HOSPITAL",-0.00838,"-44.67%"
"7617","SANTA FE HEALTH & REHABILITATION CENTER",-0.00407,"-17.85%"
"7618","SANTA FE HEIGHTS HEALTHCARE CENTER, LLC",-0.01212,"-26.65%"
"7619","SANTA MARIA CARE CENTER",-0.000980000000000002,"-5.31%"
"7620","SANTA MARIA NURSING HOME",0.01035,"12.73%"
"7621","SANTA MONICA CONV CTR II",-0.04246,"-73.54%"
"7622","SANTA MONICA HEALTH CARE CENTER",0.00572,"19.56%"
"7623","SANTA ROSA CARE CENTER",-9.99999999999959e-06,"-0.15%"
"7624","SANTA TERESITA MANOR",0.00128,"14.43%"
"7625","SAPPHIRE CTR FOR REHAB & NURSING OF CENTRAL QUEENS",0.00365,"93.11%"
"7626","SAPPHIRE NURSING AND REHAB AT GOSHEN",-0.00066,"-8.84%"
"7627","SAPPHIRE NURSING AT MEADOW HILL",-0.01504,"-51.42%"
"7628","SARAH A TODD MEMORIAL HOME",0.0011,"6.74%"
"7629","SARAH JANE LIVING CENTER",-0.00817,"-18.36%"
"7630","SARASOTA MEMORIAL NURSING AND REHABILITATION CENTE",-0.00225,"-20.22%"
"7631","SARASOTA POINT REHABILITATION CENTER",-0.00816,"-100%"
"7632","SARATOGA CENTER FOR REHAB & SKILLED NURSING CARE",0.00627,"30.13%"
"7633","SARATOGA PEDIATRIC SUBACUTE",-7.99999999999967e-05,"-0.32%"
"7634","SARATOGA RETIREMENT COMMUNITY HEALTH CENTER",-0.01271,"-100%"
"7635","SARDIS OAKS",-5e-04,"-4.37%"
"7636","SAUER HEALTH CARE",0.01882,"53.27%"
"7637","SAUNDERS HOUSE",0.000229999999999999,"1.86%"
"7638","SAVANNAH HEALTH CARE AND REHABILITATION CENTER, IN",-0.01556,"-53.56%"
"7639","SAVOY CARE CENTER",-0.01173,"-15.58%"
"7640","SAXONY HEALTH CENTER",-0.01375,"-100%"
"7641","SAYLOR LANE HEALTHCARE CENTER",0.00793000000000001,"8.05%"
"7642","SAYRE CHRISTIAN VILLAGE NURSING HOME",0.00335,"19.41%"
"7643","SAYRE HEALTH CARE CENTER",-0.01357,"-15.2%"
"7644","SCALABRINI VILLA",-0.0013,"-17.78%"
"7645","SCANDINAVIAN HOME INC",-0.01786,"-53.55%"
"7646","SCC AT CLEAR BROOK CROSSING REHABILITATION AND HEA",0.00923,"91.3%"
"7647","SCC AT HUNTERS POND REHABILITATION AND HEALTHCARE",0.01885,"85.88%"
"7648","SCC AT PECAN VALLEY REHABILITATION AND HEALTHCARE",-0.01553,"-62.7%"
"7649","SCC AT VALLEY GRANDE",-0.00626,"-100%"
"7650","SCC AT WESTOVER HILLS REHABILITATION AND HEALTHCAR",-0.0072,"-100%"
"7651","SCC OF SPRING LAKE REHABILITATION CENTER",0.01559,"54.4%"
"7652","SCENERY HILL HEALTHCARE AND REHABILITATION CENTER",0.02977,"63.86%"
"7653","SCENIC MANOR",-0.05209,"-74.46%"
"7654","SCEPTER REHABILITATION AND HEALTHCARE CENTER, LLC",0.00571,"51.4%"
"7655","SCHAFFER EXTENDED CARE CENTER, INC",0.00596,"26.43%"
"7656","SCHENECTADY CENTER FOR REHABILITATION AND NURSING",0.00432,"15.08%"
"7657","SCHERVIER NURSING CARE CENTER",0.00413,"18.15%"
"7658","SCHERVIER PAVILION",-0.00176,"-10.61%"
"7659","SCHMITT WOODLAND HILLS",-0.00435,"-13.81%"
"7660","SCHOELLKOPF HEALTH CENTER",-0.01888,"-58.36%"
"7661","SCHOFIELD RESIDENCE",0.00513,"11.39%"
"7662","SCHOWALTER VILLA",-0.0032,"-12.53%"
"7663","SCHULENBURG REGENCY NURSING CENTER",0.03131,"57.74%"
"7664","SCHULMAN AND SCHACHNE INST FOR NURSING & REHAB",-0.00146,"-15.9%"
"7665","SCHUYLER COUNTY NURSING HOME",-0.02795,"-37.88%"
"7666","SCHUYLER HOSPITAL INC & LONG TERM CARE UNIT S N F",-0.000280000000000001,"-1.87%"
"7667","SCHUYLKILL CENTER",-0.01034,"-68.12%"
"7668","SCIOTO COMMUNITY",-0.00444,"-15.76%"
"7669","SCIOTO POINTE",0.00094,"9.04%"
"7670","SCOTIA VILLAGE-SNF",-0.01691,"-100%"
"7671","SCOTLAND COUNTY CARE CENTER",-0.02884,"-54.57%"
"7672","SCOTT COUNTY NURSING CENTER",-0.04425,"-100%"
"7673","SCOTT HEALTH & REHABILITATION",-0.000200000000000001,"-1.28%"
"7674","SCOTTISH PINES REHABILITATION AND NURSING CENTER",0.00632,"56.94%"
"7675","SCOTTISH RITE PARK INC",-0.0732,"-64.64%"
"7676","SCOTTSBLUFF CARE AND REHABILITATION CENTER, LLC",-0.00809,"-33.84%"
"7677","SCOTTSDALE VILLAGE SQUARE",-0.00931,"-50.65%"
"7678","SD HUMAN SERVICES CENTER - GERIATRIC PROGRAM",-0.00168,"-15.95%"
"7679","SEA BREEZE HEALTH CARE",-0.01123,"-58.86%"
"7680","SEA BREEZE HEALTHCARE CENTER",0.00902,"72.86%"
"7681","SEA CLIFF HEALTHCARE CENTER",-0.00201,"-8.72%"
"7682","SEA CREST NURSING AND REHABILITATION CENTER",-0.000439999999999999,"-3.19%"
"7683","SEA MAR COMMUNITY CARE CENTER",-0.00196,"-17.93%"
"7684","SEA VIEW CONVALESCENT AND NURSING HOME",-0.0015,"-8.97%"
"7685","SEA VIEW HOSPITAL REHABILITATION CENTER AND HOME",-0.01509,"-47.97%"
"7686","SEABREEZE NURSING AND REHABILITATION LP",0.00307,"13.87%"
"7687","SEABURY NURSING & REHABILITATION",0.03205,"132.88%"
"7688","SEACREST VILLAGE",0,"0%"
"7689","SEAFORD CENTER",-0.00841,"-51.5%"
"7690","SEAGATE REHABILITATION AND NURSING CENTER",-0.00717,"-27.92%"
"7691","SEAL BEACH HEALTH AND REHABILITATION CENTER",-0.01284,"-44.35%"
"7692","SEAL ROCK HEALTH CARE",0.000129999999999998,"0.42%"
"7693","SEAPORT 17TH CARE CENTER",-0.04689,"-50.51%"
"7694","SEARCY HEALTH AND REHAB",0.02302,"47.96%"
"7695","SEASHORE GARDENS LIVING CENTER",-0.00231,"-17.16%"
"7696","SEASHORE POINT AND WELLNESS REHABILITATION",-0.01254,"-35.25%"
"7697","SEASIDE HEALTH AND REHABILITATION CENTER",-0.01554,"-55.86%"
"7698","SEASIDE REHAB & HEALTH CARE",-0.01356,"-100%"
"7699","SEASONS CARE CENTER",0.01536,"52.33%"
"7700","SEASONS HEALTH AND REHABILITATION",0.01627,"101.12%"
"7701","SEATTLE MEDICAL POST ACUTE CARE",-0.01522,"-36.47%"
"7702","SEAVIEW NURSING AND REHABILITATION CENTER",0.0206,"210.85%"
"7703","SEBO'S NURSING AND REHABILITATION CENTER",-0.0059,"-100%"
"7704","SEDGWICK COUNTY MEMORIAL NURSING HOME",0.05227,"57.67%"
"7705","SELF HEALTH CARE & REHAB CENTER INC",-0.000149999999999997,"-0.73%"
"7706","SELLERSBURG HEALTHCARE CENTER",0.01121,"70.06%"
"7707","SELMA CONVALESCENT HOSPITAL",-0.00578,"-9.67%"
"7708","SEMINARY HOME",0.00533,"38.79%"
"7709","SEMINARY MANOR",0.00808,"58.55%"
"7710","SEMINOLE MANOR NURSING HOME",-0.01024,"-24.82%"
"7711","SEMINOLE PAVILION REHABILITATION & NURSING SERVICE",0.01664,"132.27%"
"7712","SEMINOLE PIONEER NURSING HOME",-0.02681,"-100%"
"7713","SENA KEAN MANOR",-0.02979,"-56.48%"
"7714","SENATH HEALTH CARE CENTER",-4.00000000000053e-05,"-0.09%"
"7715","SENATOBIA HEALTHCARE & REHAB",-0.000949999999999999,"-11.43%"
"7716","SENECA HEALTH & REHABILITATION CENTER",0.00293,"18.66%"
"7717","SENECA HILL MANOR INC",0.00938,"110.22%"
"7718","SENECA HOUSE",-0.0279,"-63.7%"
"7719","SENECA NURSING AND REHABILITATION CENTER",0.00146,"5.92%"
"7720","SENECA PLACE",-0.02674,"-77.04%"
"7721","SENIOR CARE AT HOLLAND LAKE",-0.0053,"-30.85%"
"7722","SENIOR CARE AT LAKE POINTE",-0.00026,"-2.65%"
"7723","SENIOR CARE BELTLINE",0.01496,"224.96%"
"7724","SENIOR CARE CENTER - ST MARYS",0.01299,"93.19%"
"7725","SENIOR CARE HEALTH & REHABILITATION CENTER - DECAT",0.00438,"15.35%"
"7726","SENIOR CARE HEALTH & REHABILITATION CENTER - WICHI",-0.00961,"-100%"
"7727","SENIOR CARE HEALTH & REHABILITATION CENTER-DENTON",0.01111,"39.84%"
"7728","SENIOR CARE HEALTH AND REHABILITATION CENTER - BRI",0.03372,"219.82%"
"7729","SENIOR CARE HEALTH AND REHABILITATION CENTER - DAL",0.0018,"9.22%"
"7730","SENIOR CARE OF BROWNWOOD",-0.00409,"-9.17%"
"7731","SENIOR CARE OF CROWLEY",-0.000549999999999998,"-2.11%"
"7732","SENIOR CARE OF EDINBURG",0.00332,"5.62%"
"7733","SENIOR CARE OF GREEN OAKS",5.99999999999976e-05,"0.16%"
"7734","SENIOR CARE OF HARBOR LAKES",-0.02163,"-100%"
"7735","SENIOR CARE OF HEWITT",-0.0094,"-41.12%"
"7736","SENIOR CARE OF JACKSONVILLE",-0.01062,"-37.07%"
"7737","SENIOR CARE OF MARLANDWOOD WEST",-0.01384,"-100%"
"7738","SENIOR CARE OF MEADOW CREEK",0.00265,"9.92%"
"7739","SENIOR CARE OF MIDLAND",-0.01125,"-35.44%"
"7740","SENIOR CARE OF ONION CREEK",-0.00733,"-21.48%"
"7741","SENIOR CARE OF SAN ANGELO",-0.00608,"-18.11%"
"7742","SENIOR CARE OF STALLINGS COURT",-0.00442,"-18.86%"
"7743","SENIOR CARE OF STONEGATE",-0.03053,"-100%"
"7744","SENIOR CARE OF WEST OAKS",-0.01179,"-34.71%"
"7745","SENIOR CARE OF WESTON INN",-0.01541,"-100%"
"7746","SENIOR CARE OF WINDCREST",-0.00028,"-4.16%"
"7747","SENIOR CARE OF WURZBACH",0.01047,"74.84%"
"7748","SENIOR CITIZENS HOME",-0.01811,"-49.82%"
"7749","SENIOR REHAB & RECOVERY AT LIMESTONE HEALTH FACILI",0.00238,"10.36%"
"7750","SENIOR REHABILITATION & SKILLED NURSING CENTER",-0.00552,"-25.14%"
"7751","SENIOR SUITES HEALTHCARE",-0.00214,"-6.32%"
"7752","SENIOR VILLAGE NURSING HOME",-0.00488,"-26.89%"
"7753","SENTARA MEADOWVIEW TERRACE",-0.01092,"-51.58%"
"7754","SENTARA NSG CENTER-WINDERMERE",-0.0125,"-50.22%"
"7755","SENTARA NURSING CENTER",0.01158,"91.32%"
"7756","SENTARA NURSING CENTER NORFOLK",-0.0351,"-50.63%"
"7757","SENTARA NURSING CENTER PORTSMOUTH",-0.00381,"-19.07%"
"7758","SENTARA NURSING CENTER VA BEAC",-0.00577,"-27.19%"
"7759","SENTARA WOODVIEW",0.00829,"23.14%"
"7760","SEQUOIAS SAN FRANCISCO CONVALESCENT HOSPITAL",-0.00678,"-12.15%"
"7761","SEQUOYAH EAST NURSING CENTER,  LLC",-0.000750000000000001,"-4.32%"
"7762","SEQUOYAH MANOR, LLC",-0.04138,"-56.39%"
"7763","SERENE MANOR MEDICAL CTR.",0.03165,"50.1%"
"7764","SERENITY REHABILITATION AND NURSING BUTLER",-0.00415,"-3.33%"
"7765","SERENITY REHABILITATION AND NURSING KANSAS CITY",-0.02365,"-39.92%"
"7766","SERENITY REHABILITATION AND NURSING OVERLAND PARK",-0.02485,"-72.66%"
"7767","SETON HEALTH AT SCHUYLER RIDGE RESIDENTIAL H C",0.00754,"50.37%"
"7768","SETON MANOR NURSING AND REHABILITATION CENTER",0.01277,"132.47%"
"7769","SETON MEDICAL CENTER D/P SNF",-0.02302,"-56.38%"
"7770","SETTLERS RIDGE CARE CENTER",0.00651,"83.68%"
"7771","SEVEN ACRES JEWISH SENIOR CARE SERVICES INC",0.00453,"41.11%"
"7772","SEVEN HILLS HEALTH & REHAB CENTER",-0.06576,"-100%"
"7773","SEVEN HILLS HEALTH & REHABILITATION CENTER",-0.00123,"-5.46%"
"7774","SEVEN SISTERS LIVING CENTER",-0.00266,"-3.51%"
"7775","SEVEN SPRINGS REHABILITATION AND HEALTH CENTER",-0.01123,"-100%"
"7776","SEVERNA PARK CENTER",-0.01736,"-100%"
"7777","SEVIERVILLE HEALTH AND REHABILITATION CENTER",0.02466,"161.6%"
"7778","SEVILLE CARE CENTER",-0.00314,"-15.96%"
"7779","SEYMOUR CROSSING",-0.01076,"-100%"
"7780","SEYMOUR REHABILITATION AND HEALTHCARE",-0.01882,"-100%"
"7781","SGMC LAKELAND VILLA",-0.01304,"-26.49%"
"7782","SHADESCREST HEALTH CARE CENTER",-0.01761,"-43.65%"
"7783","SHADOW HILLS CONV. HOSPITAL",0.00081,"6.43%"
"7784","SHADOWBROOK POST ACUTE",-0.00154,"-6.1%"
"7785","SHADY ACRES HEALTH AND REHABILITATION CENTER",-0.02289,"-27.41%"
"7786","SHADY GROVE CENTER",0.00406,"19.59%"
"7787","SHADY KNOLL",-0.00223,"-9.44%"
"7788","SHADY LAKE NURSING HOME",0.00852,"71.36%"
"7789","SHADY LANE GLOUCESTER CO HOME",-0.00441,"-27.16%"
"7790","SHADY LAWN HEALTH AND REHABILITATION",-0.00999,"-20.44%"
"7791","SHADY LAWN LIVING CENTER",-0.03447,"-59.2%"
"7792","SHADY LAWN NURSING AND REHABILITATION CENTER",-0.03301,"-41.51%"
"7793","SHADY NOOK CARE CENTER",-0.01547,"-33.78%"
"7794","SHADY OAK NURSING AND REHABILITATION",0.0023,"5.64%"
"7795","SHADY OAKS HEALTHCARE CENTER",0.00086,"5.84%"
"7796","SHADY REST CARE CENTER",0.00443,"17.88%"
"7797","SHADY SHORES OF HEMPHILL",-0.0086,"-25.07%"
"7798","SHADYSIDE CARE CENTER",0.000909999999999999,"9.6%"
"7799","SHAKER GARDENS NURSING & REHAB CTR",-0.04188,"-100%"
"7800","SHAKOPEE FRIENDSHIP MANOR",-0.01136,"-29.61%"
"7801","SHANGRI LA REHAB & LIVING CENTER",-0.0036,"-10.19%"
"7802","SHANNONDALE HEALTH CARE CENTER",0.00934,"30.91%"
"7803","SHANOAN SPRINGS NURSING AND REHABILITATION",-0.02321,"-30.87%"
"7804","SHARE MEDICAL CENTER",-0.02157,"-56.6%"
"7805","SHARON CARE CENTER",0.001945,"31.57%"
"7806","SHARON HEALTH CARE ELMS",-0.01073,"-51.05%"
"7807","SHARON HEALTH CARE PINES",-0.0122,"-100%"
"7808","SHARON HEALTH CARE WILLOWS",0.00518,"10.27%"
"7809","SHARON LANE HEALTH SERVICES",0.01577,"62.48%"
"7810","SHARP CHULA VISTA MED CTR SNF",-0.02137,"-100%"
"7811","SHARPVIEW RESIDENCE AND REHABILITATION CENTER",0.01313,"46.43%"
"7812","SHAW MOUNTAIN OF CASCADIA",0.01034,"67.67%"
"7813","SHAWANO HEALTH SERVICES",0.03411,"160.97%"
"7814","SHAWNEE CARE CENTER",0.01032,"71.77%"
"7815","SHAWNEE CHRISTIAN NURSING CTR",0.01212,"27.5%"
"7816","SHAWNEE COLONIAL ESTATES NURSING HOME",-0.01719,"-23.11%"
"7817","SHAWNEE GARDENS HEALTHCARE & REHAB CENTER",-0.00136,"-14.61%"
"7818","SHAWNEE MANOR",-0.0144,"-100%"
"7819","SHAWNEE ROSE CARE CENTER",0.01605,"43.21%"
"7820","SHAWNEESPRING HEALTH CARE CENTER",-0.00106,"-15.06%"
"7821","SHEA POST ACUTE REHABILITATION CENTER",0.01153,"71.04%"
"7822","SHEA REHABILITATION HEALTHCARE",-0.00926,"-28.4%"
"7823","SHEARER-RICHARDSON MEMORIAL NURSING HOME",0.00149,"5.39%"
"7824","SHEBOYGAN HEALTH SERVICES",-0.02437,"-100%"
"7825","SHEEPSHEAD NURSING AND REHAB CTR",-0.0037,"-22.84%"
"7826","SHEFFIELD MANOR NURSING & REHAB CENTER",0.01674,"64.31%"
"7827","SHELBY HEALTH AND REHABILITATION CENTER",-0.0075,"-15.47%"
"7828","SHELBY NURSING CENTER",0.02287,"178.25%"
"7829","SHELBY RIDGE NURSING HOME",-0.00116,"-4.4%"
"7830","SHELBYVILLE MANOR",0.01423,"77.29%"
"7831","SHELL LAKE HEALTH CARE CENTER",0.02746,"148.83%"
"7832","SHELTON HEALTH & REHAB CENTER",0.00638,"36.56%"
"7833","SHENANDOAH CENTER",-0.01486,"-100%"
"7834","SHENANDOAH MANOR NURSING CENTE",0.01075,"39.96%"
"7835","SHENANDOAH VALLEY HEALTH AND REHAB",-0.01017,"-24.19%"
"7836","SHEPHERD LTC PARTNERS INC.",-0.00871,"-16.08%"
"7837","SHEPHERD OF THE HILLS LIVING CENTER",0.01792,"43.33%"
"7838","SHEPHERD OF THE VALLEY HEALTHCARE CENTER",-0.00203,"-3.46%"
"7839","SHERIDAN CARE CENTER",0.00541999999999999,"8.91%"
"7840","SHERIDAN MANOR",-0.0128,"-52.87%"
"7841","SHERIDAN MEMORIAL NURSING HOME",-0.05493,"-100%"
"7842","SHERIDEN WOODS",-0.00929,"-39.03%"
"7843","SHERMAN OAKS HEALTH & REHAB",-0.02007,"-100%"
"7844","SHERMAN VILLAGE HCC",-0.01531,"-29.87%"
"7845","SHERRILL HOUSE",-0.0024,"-21.82%"
"7846","SHERWOOD HEALTH CARE INC",0.00554,"53.84%"
"7847","SHERWOOD HEALTHCARE CENTER",-0.02406,"-41.09%"
"7848","SHERWOOD MANOR NURSING HOME",0.00454,"15.4%"
"7849","SHERWOOD NURSING & REHABILITATION CENTER, INC",-0.01381,"-32%"
"7850","SHERWOOD OAKS",-0.03133,"-100%"
"7851","SHERWOOD OAKS HEALTH CENTER",-0.03395,"-100%"
"7852","SHERWOOD PARK NURSING & REHAB CENTER",-0.03358,"-36.66%"
"7853","SHEYENNE CARE CENTER",0.000270000000000003,"1.19%"
